CODE_COM_INSEE;LIB_COM;DATE_DEB_INSEE;DATE_FIN_INSEE
80667;REMAUGIES;01/01/2000;
80668;REMIENCOURT;01/01/1900;31/12/1999
80668;REMIENCOURT;01/01/2000;
80669;RETHONVILLERS;01/01/1900;31/12/1999
80669;RETHONVILLERS;01/01/2000;
80670;REVELLES;01/01/1900;31/12/1999
80670;REVELLES;01/01/2000;
80671;RIBEAUCOURT;01/01/1900;31/12/1999
80671;RIBEAUCOURT;01/01/2000;
80672;RIBEMONT-SUR-ANCRE;01/01/1900;31/12/1999
80672;RIBEMONT-SUR-ANCRE;01/01/2000;
80673;RIENCOURT;01/01/1900;31/12/1999
80673;RIENCOURT;01/01/2000;
80674;RIVERY;01/01/1900;31/12/1999
80674;RIVERY;01/01/2000;
80675;ROGY;01/01/1900;31/12/1999
80675;ROGY;01/01/2000;
80676;ROIGLISE;01/01/1900;31/12/1999
80676;ROIGLISE;01/01/2000;
80677;ROISEL;01/01/1900;31/12/1999
80677;ROISEL;01/01/2000;
80678;ROLLOT;01/01/1900;31/12/1999
80678;ROLLOT;01/01/2000;
80679;RONSSOY;01/01/1900;31/12/1999
80679;RONSSOY;01/01/2000;
80680;ROSIERES-EN-SANTERRE;01/01/1900;31/12/1999
80680;ROSIERES-EN-SANTERRE;01/01/2000;
80681;ROUVREL;01/01/1900;31/12/1999
80681;ROUVREL;01/01/2000;
80682;ROUVROY-EN-SANTERRE;01/01/1900;31/12/1999
80682;ROUVROY-EN-SANTERRE;01/01/2000;
80683;ROUY-LE-GRAND;01/01/1900;31/12/1999
80683;ROUY-LE-GRAND;01/01/2000;
80684;ROUY-LE-PETIT;01/01/1900;31/12/1999
80684;ROUY-LE-PETIT;01/01/2000;
80685;ROYE;01/01/1900;31/12/1999
80685;ROYE;01/01/2000;
80686;RUBEMPRE;01/01/1900;31/12/1999
80686;RUBEMPRE;01/01/2000;
80687;RUBESCOURT;01/01/1900;31/12/1999
80687;RUBESCOURT;01/01/2000;
80688;RUE;01/01/1900;31/12/1999
80688;RUE;01/01/2000;
80689;RUMAISNIL/NAMPS-MAISNIL;01/01/1900;31/12/1999
80689;RUMAISNIL/NAMPS-MAISNIL;01/01/2000;
80690;RUMIGNY;01/01/1900;31/12/1999
80690;RUMIGNY;01/01/2000;
80691;SAIGNEVILLE;01/01/1900;31/12/1999
80691;SAIGNEVILLE;01/01/2000;
80692;SAILLY-FLIBEAUCOURT;01/01/1900;31/12/1999
80692;SAILLY-FLIBEAUCOURT;01/01/2000;
80693;SAILLY-LAURETTE;01/01/1900;31/12/1999
80693;SAILLY-LAURETTE;01/01/2000;
80694;SAILLY-LE-SEC;01/01/1900;31/12/1999
80694;SAILLY-LE-SEC;01/01/2000;
80695;SAILLY-SAILLISEL;01/01/1900;31/12/1999
80695;SAILLY-SAILLISEL;01/01/2000;
80696;SAINS-EN-AMIENOIS;01/01/1900;31/12/1999
80696;SAINS-EN-AMIENOIS;01/01/2000;
80697;SAINT-ACHEUL;01/01/1900;31/12/1999
80697;SAINT-ACHEUL;01/01/2000;
80698;SAINT-AUBIN-MONTENOY;01/01/1900;31/12/1999
80698;SAINT-AUBIN-MONTENOY;01/01/2000;
80699;SAINT-AUBIN-RIVIERE;01/01/1900;31/12/1999
80699;SAINT-AUBIN-RIVIERE;01/01/2000;
80700;SAINT-BLIMONT;01/01/1900;31/12/1999
80700;SAINT-BLIMONT;01/01/2000;
80701;SAINT-CHRIST-BRIOST;01/01/1900;31/12/1999
80701;SAINT-CHRIST-BRIOST;01/01/2000;
80702;SAINT-FUSCIEN;01/01/1900;31/12/1999
80702;SAINT-FUSCIEN;01/01/2000;
80703;SAINT-GERMAIN-SUR-BRESLE;01/01/1900;31/12/1999
80703;SAINT-GERMAIN-SUR-BRESLE;01/01/2000;
80704;SAINT-GRATIEN;01/01/1900;31/12/1999
80704;SAINT-GRATIEN;01/01/2000;
80705;SAINT-LEGER-LES-AUTHIE;01/01/1900;31/12/1999
80705;SAINT-LEGER-LES-AUTHIE;01/01/2000;
80706;SAINT-LEGER-LES-DOMART;01/01/1900;31/12/1999
80706;SAINT-LEGER-LES-DOMART;01/01/2000;
80707;SAINT-LEGER-SUR-BRESLE;01/01/1900;31/12/1999
80707;SAINT-LEGER-SUR-BRESLE;01/01/2000;
80708;SAINT-MARD;01/01/1900;31/12/1999
80708;SAINT-MARD;01/01/2000;
80709;SAINT-MAULVIS;01/01/1900;31/12/1999
80709;SAINT-MAULVIS;01/01/2000;
80710;SAINT-MAXENT;01/01/1900;31/12/1999
80710;SAINT-MAXENT;01/01/2000;
80711;SAINT-OUEN;01/01/1900;31/12/1999
80711;SAINT-OUEN;01/01/2000;
80712;SAINT-PIERRE-A-GOUY/CROUY-;01/01/1900;31/12/1999
80712;SAINT-PIERRE-A-GOUY/CROUY-;01/01/2000;
80713;SAINT-QUENTIN-EN-TOURMONT;01/01/1900;31/12/1999
80713;SAINT-QUENTIN-EN-TOURMONT;01/01/2000;
80714;SAINT-QUENTIN-LA-MOTTE-CRO;01/01/1900;31/12/1999
80714;SAINT-QUENTIN-LA-MOTTE-CRO;01/01/2000;
80715;SAINTE-RADEGONDE;01/01/1900;28/02/1965
80716;SAINT-RIQUIER;01/01/1900;31/12/1999
80716;SAINT-RIQUIER;01/01/2000;
80717;SAINT-SAUFLIEU;01/01/1900;31/12/1999
80717;SAINT-SAUFLIEU;01/01/2000;
80718;SAINT-SAUVEUR;01/01/1900;31/12/1999
80718;SAINT-SAUVEUR;01/01/2000;
80719;SAINTE-SEGREE;01/01/1900;31/12/1999
80719;SAINTE-SEGREE;01/01/2000;
80720;SAINT SULPICE/HAM;01/01/1900;31/12/1999
80720;SAINT SULPICE/HAM;01/01/2000;
80721;SAINT-VALERY-SUR-SOMME;01/01/1900;31/12/1999
80721;SAINT-VALERY-SUR-SOMME;01/01/2000;
80722;SAINT-VAAST-EN-CHAUSSEE;01/01/1900;31/12/1999
80722;SAINT-VAAST-EN-CHAUSSEE;01/01/2000;
80723;SAISSEVAL;01/01/1900;31/12/1999
80723;SAISSEVAL;01/01/2000;
80724;SALEUX;01/01/1900;31/12/1999
80724;SALEUX;01/01/2000;
80725;SALOUEL;01/01/1900;31/12/1999
80725;SALOUEL;01/01/2000;
80726;SANCOURT;01/01/1900;31/12/1999
80726;SANCOURT;01/01/2000;
80728;SAULCHOY-SOUS-POIX;01/01/1900;31/12/1999
80728;SAULCHOY-SOUS-POIX;01/01/2000;
80729;SAUVILLERS-MONGIVAL;01/01/1900;31/12/1999
80729;SAUVILLERS-MONGIVAL;01/01/2000;
80730;SAVEUSE;01/01/1900;31/12/1999
80730;SAVEUSE;01/01/2000;
80731;SELINCOURT;01/01/1900;01/07/1972
80732;SENARPONT;01/01/1900;31/12/1999
80732;SENARPONT;01/01/2000;
80733;SENLIS-LE-SEC;01/01/1900;31/12/1999
80733;SENLIS-LE-SEC;01/01/2000;
80734;SENTELIE;01/01/1900;31/12/1999
80734;SENTELIE;01/01/2000;
80735;SEUX;01/01/1900;31/12/1999
80735;SEUX;01/01/2000;
80736;SOREL-EN-VIMEU;01/01/1900;31/12/1999
80736;SOREL-EN-VIMEU;01/01/2000;
80737;SOREL;01/01/1900;31/12/1999
80737;SOREL;01/01/2000;
80738;SOUES;01/01/1900;31/12/1999
80738;SOUES;01/01/2000;
80740;SOURDON;01/01/1900;31/12/1999
80740;SOURDON;01/01/2000;
80741;SOYECOURT;01/01/1900;31/12/1999
80741;SOYECOURT;01/01/2000;
80742;SURCAMPS;01/01/1900;31/12/1999
80742;SURCAMPS;01/01/2000;
80743;SUZANNE;01/01/1900;31/12/1999
80743;SUZANNE;01/01/2000;
80744;TAILLY;01/01/1900;31/12/1999
80744;TAILLY;01/01/2000;
80745;TAISNIL;01/01/1900;27/12/1972
80746;TALMAS;01/01/1900;31/12/1999
80746;TALMAS;01/01/2000;
80747;TEMPLEUX-LA-FOSSE;01/01/1900;31/12/1999
80747;TEMPLEUX-LA-FOSSE;01/01/2000;
80748;TEMPLEUX-LE-GUERARD;01/01/1900;31/12/1999
80748;TEMPLEUX-LE-GUERARD;01/01/2000;
80749;TERRAMESNIL;01/01/1900;31/12/1999
80749;TERRAMESNIL;01/01/2000;
80750;TERTRY;01/01/1900;31/12/1999
80750;TERTRY;01/01/2000;
80751;THENNES;01/01/1900;31/12/1999
80751;THENNES;01/01/2000;
80752;THEZY-GLIMONT;01/01/1900;31/12/1999
80752;THEZY-GLIMONT;01/01/2000;
80753;THIEPVAL;01/01/1900;31/12/1999
80753;THIEPVAL;01/01/2000;
80754;THIEULLOY-L'ABBAYE;01/01/1900;31/12/1999
80754;THIEULLOY-L'ABBAYE;01/01/2000;
80755;THIEULLOY-LA-VILLE;01/01/1900;31/12/1999
80755;THIEULLOY-LA-VILLE;01/01/2000;
80756;THIEVRES;01/01/1900;31/12/1999
80756;THIEVRES;01/01/2000;
80757;THOIX;01/01/1900;31/12/1999
80757;THOIX;01/01/2000;
80758;THORY;01/01/1900;31/12/1999
80758;THORY;01/01/2000;
80759;TILLOLOY;01/01/1900;31/12/1999
80759;TILLOLOY;01/01/2000;
80760;TILLOY-FLORIVILLE;01/01/1900;31/12/1999
80760;TILLOY-FLORIVILLE;01/01/2000;
80761;TILLOY-LES-CONTY;01/01/1900;31/12/1999
80761;TILLOY-LES-CONTY;01/01/2000;
80762;TINCOURT-BOUCLY;01/01/1900;31/12/1999
80762;TINCOURT-BOUCLY;01/01/2000;
80763;TITRE;01/01/1900;31/12/1999
80763;TITRE;01/01/2000;
80764;TOEUFLES;01/01/1900;31/12/1999
80764;TOEUFLES;01/01/2000;
80765;TOURS-EN-VIMEU;01/01/1900;31/12/1999
80765;TOURS-EN-VIMEU;01/01/2000;
80766;TOUTENCOURT;01/01/1900;31/12/1999
80766;TOUTENCOURT;01/01/2000;
80767;TRANSLAY;01/01/1900;31/12/1999
80767;TRANSLAY;01/01/2000;
80768;TRONCHOY;01/01/1900;30/06/1972
80769;TREUX;01/01/1900;31/12/1999
80769;TREUX;01/01/2000;
80770;TULLY;01/01/1900;31/12/1999
80770;TULLY;01/01/2000;
80771;UGNY-L'EQUIPEE;01/01/1900;31/12/1999
80771;UGNY-L'EQUIPEE;01/01/2000;
80772;VACQUERIE;01/01/1900;31/12/1999
80772;VACQUERIE;01/01/2000;
80773;VADENCOURT;01/01/1900;31/12/1999
80773;VADENCOURT;01/01/2000;
80774;VAIRE-SOUS-CORBIE;01/01/1900;31/12/1999
80774;VAIRE-SOUS-CORBIE;01/01/2000;
80775;VALINES;01/01/1900;31/12/1999
80775;VALINES;01/01/2000;
80776;VARENNES;01/01/1900;31/12/1999
80776;VARENNES;01/01/2000;
80777;VAUCHELLES-LES-AUTHIE;01/01/1900;31/12/1999
80777;VAUCHELLES-LES-AUTHIE;01/01/2000;
80778;VAUCHELLES-LES-DOMART;01/01/1900;31/12/1999
80778;VAUCHELLES-LES-DOMART;01/01/2000;
80779;VAUCHELLES-LES-QUESNOY;01/01/1900;31/12/1999
80779;VAUCHELLES-LES-QUESNOY;01/01/2000;
80780;VAUDRICOURT;01/01/1900;31/12/1999
80780;VAUDRICOURT;01/01/2000;
80781;VAUVILLERS;01/01/1900;31/12/1999
80781;VAUVILLERS;01/01/2000;
80782;VAUX-EN-AMIENOIS;01/01/1900;31/12/1999
80782;VAUX-EN-AMIENOIS;01/01/2000;
80783;VAUX-MARQUENNEVILLE;01/01/1900;31/12/1999
80783;VAUX-MARQUENNEVILLE;01/01/2000;
80784;VAUX-SUR-SOMME;01/01/1900;31/12/1999
80784;VAUX-SUR-SOMME;01/01/2000;
80785;VECQUEMONT;01/01/1900;31/12/1999
80785;VECQUEMONT;01/01/2000;
80786;VELENNES;01/01/1900;31/12/1999
80786;VELENNES;01/01/2000;
80787;VERCOURT;01/01/1900;31/12/1999
80787;VERCOURT;01/01/2000;
80788;VERGIES;01/01/1900;31/12/1999
80788;VERGIES;01/01/2000;
80789;VERMANDOVILLERS;01/01/1900;31/12/1999
80789;VERMANDOVILLERS;01/01/2000;
80790;VERPILLIERES;01/01/1900;31/12/1999
80790;VERPILLIERES;01/01/2000;
80791;VERS-SUR-SELLES;01/01/1900;31/12/1999
80791;VERS-SUR-SELLES;01/01/2000;
80792;VICOGNE;01/01/1900;31/12/1999
80792;VICOGNE;01/01/2000;
80793;VIGNACOURT;01/01/1900;31/12/1999
80793;VIGNACOURT;01/01/2000;
80794;VILLECOURT;01/01/1900;31/12/1999
80794;VILLECOURT;01/01/2000;
80795;VILLE-LE-MARCLET;01/01/1900;31/12/1999
80795;VILLE-LE-MARCLET;01/01/2000;
80796;VILLEROY;01/01/1900;31/12/1999
80796;VILLEROY;01/01/2000;
80797;VILLERS-AUX-ERABLES;01/01/1900;31/12/1999
80797;VILLERS-AUX-ERABLES;01/01/2000;
80798;VILLERS-BOCAGE;01/01/1900;31/12/1999
80798;VILLERS-BOCAGE;01/01/2000;
80799;VILLERS-BRETONNEUX;01/01/1900;31/12/1999
80799;VILLERS-BRETONNEUX;01/01/2000;
80800;VILLERS-CAMPSART;01/01/1900;31/12/1999
80800;VILLERS-CAMPSART;01/01/2000;
80801;VILLERS-CARBONNEL;01/01/1900;31/12/1999
80801;VILLERS-CARBONNEL;01/01/2000;
80802;VILLERS-FAUCON;01/01/1900;31/12/1999
80802;VILLERS-FAUCON;01/01/2000;
80803;VILLERS-LES-ROYE;01/01/1900;31/12/1999
80803;VILLERS-LES-ROYE;01/01/2000;
80804;VILLERS-SOUS-AILLY;01/01/1900;31/12/1999
80804;VILLERS-SOUS-AILLY;01/01/2000;
80805;VILLERS-TOURNELLE;01/01/1900;31/12/1999
80805;VILLERS-TOURNELLE;01/01/2000;
80806;VILLERS-SUR-AUTHIE;01/01/1900;31/12/1999
80806;VILLERS-SUR-AUTHIE;01/01/2000;
80807;VILLE-SUR-ANCRE;01/01/1900;31/12/1999
80807;VILLE-SUR-ANCRE;01/01/2000;
80808;VIRONCHAUX;01/01/1900;31/12/1999
80808;VIRONCHAUX;01/01/2000;
80809;VISMES;01/01/1900;31/12/1999
80809;VISMES;01/01/2000;
80810;VITZ-SUR-AUTHIE;01/01/1900;31/12/1999
80810;VITZ-SUR-AUTHIE;01/01/2000;
80811;VOYENNES;01/01/1900;31/12/1999
80811;VOYENNES;01/01/2000;
80812;VRAIGNES-EN-VERMANDOIS;01/01/1900;31/12/1999
80812;VRAIGNES-EN-VERMANDOIS;01/01/2000;
80813;VRAIGNES-LES-HORNOY;01/01/1900;31/12/1999
80813;VRAIGNES-LES-HORNOY;01/01/2000;
80814;VRELY;01/01/1900;31/12/1999
80814;VRELY;01/01/2000;
80815;VRON;01/01/1900;31/12/1999
80815;VRON;01/01/2000;
80816;WAILLY/CONTY;01/01/1900;31/12/1999
80816;WAILLY/CONTY;01/01/2000;
80819;WARGNIES;01/01/1900;31/12/1999
80819;WARGNIES;01/01/2000;
80820;WARLOY-BAILLON;01/01/1900;31/12/1999
80820;WARLOY-BAILLON;01/01/2000;
80821;WARLUS;01/01/1900;31/12/1999
80821;WARLUS;01/01/2000;
80822;WARSY;01/01/1900;31/12/1999
80822;WARSY;01/01/2000;
80823;WARVILLERS;01/01/1900;31/12/1999
80823;WARVILLERS;01/01/2000;
80824;WIENCOURT-L'EQUIPEE;01/01/1900;31/12/1999
80824;WIENCOURT-L'EQUIPEE;01/01/2000;
80825;WIRY-AU-MONT;01/01/1900;31/12/1999
80825;WIRY-AU-MONT;01/01/2000;
80826;WOIGNARUE;01/01/1900;31/12/1999
80826;WOIGNARUE;01/01/2000;
80827;WOINCOURT;01/01/1900;31/12/1999
80827;WOINCOURT;01/01/2000;
80828;WOIREL;01/01/1900;31/12/1999
80828;WOIREL;01/01/2000;
80829;Y;01/01/1900;31/12/1999
80829;Y;01/01/2000;
80830;YAUCOURT-BUSSUS;01/01/1900;31/12/1999
80830;YAUCOURT-BUSSUS;01/01/2000;
80832;YVRENCH;01/01/1900;31/12/1999
80832;YVRENCH;01/01/2000;
80833;YVRENCHEUX;01/01/1900;31/12/1999
80833;YVRENCHEUX;01/01/2000;
80834;YZENGREMER;01/01/1900;31/12/1999
80834;YZENGREMER;01/01/2000;
80835;YZEUX;01/01/1900;31/12/1999
80835;YZEUX;01/01/2000;
80836;YONVAL;01/01/1900;31/12/1999
80836;YONVAL;01/01/2000;
81001;AGUTS;01/01/1900;31/12/1999
81001;AGUTS;01/01/2000;
81002;AIGUEFONDE;01/01/1900;31/12/1999
81002;AIGUEFONDE;01/01/2000;
81003;ALBAN;01/01/1900;31/12/1999
81003;ALBAN;01/01/2000;
81004;ALBI;01/01/1900;31/12/1999
81004;ALBI;01/01/2000;
81005;ALBINE;01/01/1900;31/12/1999
81005;ALBINE;01/01/2000;
81006;ALGANS;01/01/1900;31/12/1999
81006;ALGANS;01/01/2000;
81007;ALOS;01/01/1900;31/12/1999
81007;ALOS;01/01/2000;
81008;ALMAYRAC;01/01/1900;31/12/1999
81008;ALMAYRAC;01/01/2000;
81009;AMARENS;01/01/1900;31/12/1999
81009;AMARENS;01/01/2000;
81010;AMBIALET;01/01/1900;31/12/1999
81010;AMBIALET;01/01/2000;
81011;AMBRES;01/01/1900;31/12/1999
81011;AMBRES;01/01/2000;
81012;ANDILLAC;01/01/1900;31/12/1999
81012;ANDILLAC;01/01/2000;
81013;ANDOUQUE;01/01/1900;31/12/1999
81013;ANDOUQUE;01/01/2000;
81014;ANGLES;01/01/1900;31/12/1999
81014;ANGLES;01/01/2000;
81015;APPELLE;01/01/1900;31/12/1999
81015;APPELLE;01/01/2000;
81016;ARFONS;01/01/1900;31/12/1999
81016;ARFONS;01/01/2000;
81017;ARIFAT;01/01/1900;31/12/1999
81017;ARIFAT;01/01/2000;
81018;ARTHES;01/01/1900;31/12/1999
81018;ARTHES;01/01/2000;
81019;ASSAC;01/01/1900;31/12/1999
81019;ASSAC;01/01/2000;
81020;AUSSAC;01/01/1900;31/12/1999
81020;AUSSAC;01/01/2000;
81021;AUSSILLON;01/01/1900;31/12/1999
81021;AUSSILLON;01/01/2000;
81022;BANNIERES;01/01/1900;31/12/1999
81022;BANNIERES;01/01/2000;
81023;BARRE;01/01/1900;31/12/1999
81023;BARRE;01/01/2000;
81024;BEAUVAIS-SUR-TESCOU;01/01/1900;31/12/1999
81024;BEAUVAIS-SUR-TESCOU;01/01/2000;
81025;BELCASTEL;01/01/1900;31/12/1999
81025;BELCASTEL;01/01/2000;
81026;BELLEGARDE;01/01/1900;31/12/1999
81026;BELLEGARDE;01/01/2000;31/12/2015
81026;BELLEGARDE-MARSAL;01/01/2016;
81027;BELLESERRE;01/01/1900;31/12/1999
81027;BELLESERRE;01/01/2000;
81028;BERLATS;01/01/1900;31/12/1999
81028;BERLATS;01/01/2000;
81029;BERNAC;01/01/1900;31/12/1999
81029;BERNAC;01/01/2000;
81030;BERTRE;01/01/1900;31/12/1999
81030;BERTRE;01/01/2000;
81031;BEZ;01/01/1900;31/12/1999
81031;BEZ;01/01/2000;
81032;BLAN;01/01/1900;31/12/1999
81032;BLAN;01/01/2000;
81033;BLAYE-LES-MINES;01/01/1900;31/12/1999
81033;BLAYE-LES-MINES;01/01/2000;
81034;BOISSEZON;01/01/1900;31/12/1999
81034;BOISSEZON;01/01/2000;
81035;BOURNAZEL;01/01/1900;31/12/1999
81035;BOURNAZEL;01/01/2000;
81036;BOUT-DU-PONT-DE-LARN;01/01/1900;31/12/1999
81036;BOUT-DU-PONT-DE-LARN;01/01/2000;
81037;BRASSAC;01/01/1900;31/12/1999
81037;BRASSAC;01/01/2000;
81038;BRENS;01/01/1900;31/12/1999
81038;BRENS;01/01/2000;
81039;BRIATEXTE;01/01/1900;31/12/1999
81039;BRIATEXTE;01/01/2000;
81040;BROUSSE;01/01/1900;31/12/1999
81040;BROUSSE;01/01/2000;
81041;BROZE;01/01/1900;31/12/1999
81041;BROZE;01/01/2000;
81042;BURLATS;01/01/1900;31/12/1999
81042;BURLATS;01/01/2000;
81043;BUSQUE;01/01/1900;31/12/1999
81043;BUSQUE;01/01/2000;
81044;CABANES;01/01/1900;31/12/1999
81044;CABANES;01/01/2000;
81045;CABANNES;01/01/1900;31/12/1999
81045;CABANNES;01/01/2000;
81046;CADALEN;01/01/1900;31/12/1999
81046;CADALEN;01/01/2000;
81047;CADIX;01/01/1900;31/12/1999
81047;CADIX;01/01/2000;
81048;CAGNAC-LES-MINES;01/01/1900;31/12/1999
81048;CAGNAC-LES-MINES;01/01/2000;
81049;CAHUZAC;01/01/1900;31/12/1999
81049;CAHUZAC;01/01/2000;
81050;CAMBON-LES-LAVAUR;01/01/1900;31/12/1999
81050;CAMBON-LES-LAVAUR;01/01/2000;
81051;CAHUZAC-SUR-VERE;01/01/1900;31/12/1999
81051;CAHUZAC-SUR-VERE;01/01/2000;
81052;CAMBON;01/01/1900;31/12/1999
81052;CAMBON;01/01/2000;
81053;CAMBOUNES;01/01/1900;31/12/1999
81053;CAMBOUNES;01/01/2000;
81054;CAMBOUNET-SUR-LE-SOR;01/01/1900;31/12/1999
81054;CAMBOUNET-SUR-LE-SOR;01/01/2000;
81055;CAMMAZES;01/01/1900;31/12/1999
81055;CAMMAZES;01/01/2000;
81056;CAMPAGNAC;01/01/1900;31/12/1999
81056;CAMPAGNAC;01/01/2000;
81058;CARBES;01/01/1900;31/12/1999
81058;CARBES;01/01/2000;
81059;CARLUS;01/01/1900;31/12/1999
81059;CARLUS;01/01/2000;
81060;CARMAUX;01/01/1900;31/12/1999
81060;CARMAUX;01/01/2000;
81061;CASTANET;01/01/1900;31/12/1999
81061;CASTANET;01/01/2000;
81062;CASTELNAU-DE-BRASSAC;01/01/1900;31/12/1999
81062;CASTELNAU-DE-BRASSAC;01/01/2000;31/12/2015
81062;FONTRIEU;01/01/2016;
81063;CASTELNAU-DE-LEVIS;01/01/1900;31/12/1999
81063;CASTELNAU-DE-LEVIS;01/01/2000;
81064;CASTELNAU-DE-MONTMIRAL;01/01/1900;31/12/1999
81064;CASTELNAU-DE-MONTMIRAL;01/01/2000;
81065;CASTRES;01/01/1900;31/12/1999
81065;CASTRES;01/01/2000;
81066;CAUCALIERES;01/01/1900;31/12/1999
81066;CAUCALIERES;01/01/2000;
81067;CESTAYROLS;01/01/1900;31/12/1999
81067;CESTAYROLS;01/01/2000;
81068;COMBEFA;01/01/1900;31/12/1999
81068;COMBEFA;01/01/2000;
81069;CORDES;01/01/1900;31/12/1999
81069;CORDES;01/01/2000;
81070;COUFOULEUX;01/01/1900;31/12/1999
81070;COUFOULEUX;01/01/2000;
81071;COURRIS;01/01/1900;31/12/1999
81071;COURRIS;01/01/2000;
81072;CRESPIN;01/01/1900;31/12/1999
81072;CRESPIN;01/01/2000;
81073;CRESPINET;01/01/1900;31/12/1999
81073;CRESPINET;01/01/2000;
81074;CUNAC;01/01/1900;31/12/1999
81074;CUNAC;01/01/2000;
81075;CUQ;01/01/1900;31/12/1999
81075;CUQ;01/01/2000;
81076;CUQ-TOULZA;01/01/1900;31/12/1999
81076;CUQ-TOULZA;01/01/2000;
81077;CURVALLE;01/01/1900;31/12/1999
81077;CURVALLE;01/01/2000;
81078;DAMIATTE;01/01/1900;31/12/1999
81078;DAMIATTE;01/01/2000;
81079;DENAT;01/01/1900;31/12/1999
81079;DENAT;01/01/2000;
81080;DONNAZAC;01/01/1900;31/12/1999
81080;DONNAZAC;01/01/2000;
81081;DOURGNE;01/01/1900;31/12/1999
81081;DOURGNE;01/01/2000;
81082;DOURN;01/01/1900;31/12/1999
81082;DOURN;01/01/2000;
81083;DURFORT;01/01/1900;31/12/1999
81083;DURFORT;01/01/2000;
81084;ESCOUSSENS;01/01/1900;31/12/1999
81084;ESCOUSSENS;01/01/2000;
81085;ESCROUX;01/01/1900;31/12/1999
81085;ESCROUX;01/01/2000;
81086;ESPERAUSSES;01/01/1900;31/12/1999
81086;ESPERAUSSES;01/01/2000;
81087;FAYSSAC;01/01/1900;31/12/1999
81087;FAYSSAC;01/01/2000;
81088;FAUCH;01/01/1900;31/12/1999
81088;FAUCH;01/01/2000;
81089;FAUSSERGUES;01/01/1900;31/12/1999
81089;FAUSSERGUES;01/01/2000;
81090;FENOLS;01/01/1900;31/12/1999
81090;FENOLS;01/01/2000;
81091;FERRIERES;01/01/1900;31/12/1999
81091;FERRIERES;01/01/2000;31/12/2015
81092;FIAC;01/01/1900;31/12/1999
81092;FIAC;01/01/2000;
81093;FLORENTIN;01/01/1900;31/12/1999
81093;FLORENTIN;01/01/2000;
81094;FRAISSINES;01/01/1900;31/12/1999
81094;FRAISSINES;01/01/2000;
81095;FRAUSSEILLES;01/01/1900;31/12/1999
81095;FRAUSSEILLES;01/01/2000;
81096;FRAYSSE;01/01/1900;31/12/1999
81096;FRAYSSE;01/01/2000;
81097;FREJAIROLLES;01/01/1900;31/12/1999
81097;FREJAIROLLES;01/01/2000;
81098;FREJEVILLE;01/01/1900;31/12/1999
81098;FREJEVILLE;01/01/2000;
81099;GAILLAC;01/01/1900;31/12/1999
81099;GAILLAC;01/01/2000;
81100;GARREVAQUES;01/01/1900;31/12/1999
81100;GARREVAQUES;01/01/2000;
81101;GARRIC;01/01/1900;31/12/1999
81101;GARRIC;01/01/2000;
81102;GARRIGUES;01/01/1900;31/12/1999
81102;GARRIGUES;01/01/2000;
81103;GIJOUNET;01/01/1900;31/12/1999
81103;GIJOUNET;01/01/2000;
81104;GIROUSSENS;01/01/1900;31/12/1999
81104;GIROUSSENS;01/01/2000;
81105;GRAULHET;01/01/1900;31/12/1999
81105;GRAULHET;01/01/2000;
81106;GRAZAC;01/01/1900;31/12/1999
81106;GRAZAC;01/01/2000;
81107;GUITALENS;01/01/1900;31/12/1999
81107;GUITALENS;01/01/2000;
81108;ITZAC;01/01/1900;31/12/1999
81108;ITZAC;01/01/2000;
81109;JONQUIERES;01/01/1900;31/12/1999
81109;JONQUIERES;01/01/2000;
81110;JOUQUEVIEL;01/01/1900;31/12/1999
81110;JOUQUEVIEL;01/01/2000;
81111;LABARTHE-BLEYS;01/01/1900;31/12/1999
81111;LABARTHE-BLEYS;01/01/2000;
81112;LABASTIDE-DE-LEVIS;01/01/1900;31/12/1999
81112;LABASTIDE-DE-LEVIS;01/01/2000;
81113;LABASTIDE-DENAT;01/01/1900;31/12/1999
81113;LABASTIDE-DENAT;01/01/2000;
81114;LABASTIDE-GABAUSSE;01/01/1900;31/12/1999
81114;LABASTIDE-GABAUSSE;01/01/2000;
81115;LABASTIDE-ROUAIROUX;01/01/1900;31/12/1999
81115;LABASTIDE-ROUAIROUX;01/01/2000;
81116;LABASTIDE-SAINT-GEORGES;01/01/1900;31/12/1999
81116;LABASTIDE-SAINT-GEORGES;01/01/2000;
81117;LABESSIERE-CANDEIL;01/01/1900;31/12/1999
81117;LABESSIERE-CANDEIL;01/01/2000;
81118;LABOULBENE;01/01/1900;31/12/1999
81118;LABOULBENE;01/01/2000;
81119;LABOUTARIE;01/01/1900;31/12/1999
81119;LABOUTARIE;01/01/2000;
81120;LABRUGUIERE;01/01/1900;31/12/1999
81120;LABRUGUIERE;01/01/2000;
81121;LACABAREDE;01/01/1900;31/12/1999
81121;LACABAREDE;01/01/2000;
81122;LACAPELLE-PINET;01/01/1900;31/12/1999
81122;LACAPELLE-PINET;01/01/2000;
81123;LACAPELLE-SEGALAR;01/01/1900;31/12/1999
81123;LACAPELLE-SEGALAR;01/01/2000;
81124;LACAUNE;01/01/1900;31/12/1999
81124;LACAUNE;01/01/2000;
81125;LACAZE;01/01/1900;31/12/1999
81125;LACAZE;01/01/2000;
81126;LACOUGOTTE-CADOUL;01/01/1900;31/12/1999
81126;LACOUGOTTE-CADOUL;01/01/2000;
81127;LACROISILLE;01/01/1900;31/12/1999
